season_id,league_id,league_name,district_id,game_id,match_date,match_date_iso,match_time,match_status,competition_label,home_team,away_team,duel_row_idx,player_name,opponent_name,player_team,opponent_team,player_is_home,opponent_is_home,player_set_1,player_set_2,player_set_3,player_set_4,opponent_set_1,opponent_set_2,opponent_set_3,opponent_set_4,player_kegel,opponent_kegel,player_sp,opponent_sp,player_mp,opponent_mp,kegel_diff,sp_diff,mp_diff,player_mp_win_label
11,3872,Männer - Landesliga B Staffel II,0,269323,28.02.2026,2026-02-28,11:00,wird gespielt,Männer / Landesliga B Staffel II / 14. Spieltag,CKC 01 Berlin I,SpG Semper / AdW Berlin II,0,"Puhlmann, Thomas","Pietschmann, Sven",CKC 01 Berlin I,SpG Semper / AdW Berlin II,1,0,,,,,,,,,0.0,0.0,,,,,0.0,,,0
11,3872,Männer - Landesliga B Staffel II,0,269323,28.02.2026,2026-02-28,11:00,wird gespielt,Männer / Landesliga B Staffel II / 14. Spieltag,CKC 01 Berlin I,SpG Semper / AdW Berlin II,0,"Pietschmann, Sven","Puhlmann, Thomas",SpG Semper / AdW Berlin II,CKC 01 Berlin I,0,1,,,,,,,,,0.0,0.0,,,,,0.0,,,0
11,3872,Männer - Landesliga B Staffel II,0,269323,28.02.2026,2026-02-28,11:00,wird gespielt,Männer / Landesliga B Staffel II / 14. Spieltag,CKC 01 Berlin I,SpG Semper / AdW Berlin II,1,"Stölzel, Michael","Richter, Heiko",CKC 01 Berlin I,SpG Semper / AdW Berlin II,1,0,,,,,,,,,0.0,0.0,,,,,0.0,,,0
11,3872,Männer - Landesliga B Staffel II,0,269323,28.02.2026,2026-02-28,11:00,wird gespielt,Männer / Landesliga B Staffel II / 14. Spieltag,CKC 01 Berlin I,SpG Semper / AdW Berlin II,1,"Richter, Heiko","Stölzel, Michael",SpG Semper / AdW Berlin II,CKC 01 Berlin I,0,1,,,,,,,,,0.0,0.0,,,,,0.0,,,0
11,3872,Männer - Landesliga B Staffel II,0,269323,28.02.2026,2026-02-28,11:00,wird gespielt,Männer / Landesliga B Staffel II / 14. Spieltag,CKC 01 Berlin I,SpG Semper / AdW Berlin II,2,"Krüger, Kurt","Pauli, Bernd",CKC 01 Berlin I,SpG Semper / AdW Berlin II,1,0,,,,,,,,,0.0,0.0,,,,,0.0,,,0
11,3872,Männer - Landesliga B Staffel II,0,269323,28.02.2026,2026-02-28,11:00,wird gespielt,Männer / Landesliga B Staffel II / 14. Spieltag,CKC 01 Berlin I,SpG Semper / AdW Berlin II,2,"Pauli, Bernd","Krüger, Kurt",SpG Semper / AdW Berlin II,CKC 01 Berlin I,0,1,,,,,,,,,0.0,0.0,,,,,0.0,,,0
11,3872,Männer - Landesliga B Staffel II,0,269323,28.02.2026,2026-02-28,11:00,wird gespielt,Männer / Landesliga B Staffel II / 14. Spieltag,CKC 01 Berlin I,SpG Semper / AdW Berlin II,3,"Leistritz, Danilo","Gulbin, Patrick",CKC 01 Berlin I,SpG Semper / AdW Berlin II,1,0,,,,,,,,,0.0,0.0,,,,,0.0,,,0
11,3872,Männer - Landesliga B Staffel II,0,269323,28.02.2026,2026-02-28,11:00,wird gespielt,Männer / Landesliga B Staffel II / 14. Spieltag,CKC 01 Berlin I,SpG Semper / AdW Berlin II,3,"Gulbin, Patrick","Leistritz, Danilo",SpG Semper / AdW Berlin II,CKC 01 Berlin I,0,1,,,,,,,,,0.0,0.0,,,,,0.0,,,0
11,3872,Männer - Landesliga B Staffel II,0,269323,28.02.2026,2026-02-28,11:00,wird gespielt,Männer / Landesliga B Staffel II / 14. Spieltag,CKC 01 Berlin I,SpG Semper / AdW Berlin II,4,"Meißner, Paul","Turzer, Ralf",CKC 01 Berlin I,SpG Semper / AdW Berlin II,1,0,,,,,,,,,0.0,0.0,,,,,0.0,,,0
11,3872,Männer - Landesliga B Staffel II,0,269323,28.02.2026,2026-02-28,11:00,wird gespielt,Männer / Landesliga B Staffel II / 14. Spieltag,CKC 01 Berlin I,SpG Semper / AdW Berlin II,4,"Turzer, Ralf","Meißner, Paul",SpG Semper / AdW Berlin II,CKC 01 Berlin I,0,1,,,,,,,,,0.0,0.0,,,,,0.0,,,0
